ID,Height,Age,Weight
109,176.0,23.0,64.0
117,178.0,22.0,78.0
166,168.0,29.0,57.0
243,194.0,23.0,96.0
247,170.0,24.0,63.0
274,184.0,24.0,70.0
554,186.0,31.0,115.0
556,183.0,25.0,72.0
824,189.0,27.0,70.0
887,183.0,28.0,75.0
887,183.0,32.0,75.0
1117,181.0,30.0,76.0
1227,167.0,28.0,64.0
1326,196.0,28.0,72.0
1326,196.0,28.0,72.0
1702,170.0,19.0,68.0
1707,184.0,25.0,100.0
1734,173.0,25.0,67.0
1789,170.0,22.0,60.0
1839,160.0,23.0,52.0
1866,179.0,18.0,73.0
1871,167.0,26.0,60.0
1913,160.0,31.0,54.0
1930,177.0,18.0,68.0
1994,170.0,30.0,66.0
2032,173.0,17.0,65.0
2090,163.0,36.0,60.0
2127,175.0,24.0,70.0
2131,170.0,18.0,67.0
2196,182.0,23.0,72.0
2200,195.0,24.0,102.5
2281,185.0,31.0,105.0
2352,190.0,25.0,83.0
2680,168.0,20.0,63.0
2698,170.0,19.0,62.0
2775,183.0,26.0,76.0
2896,185.0,24.0,80.0
2922,175.0,26.0,64.0
2943,165.0,27.0,55.0
3316,193.0,24.0,70.0
3392,181.0,25.0,76.0
3417,171.0,28.0,59.0
3550,169.0,23.0,64.0
3716,182.0,27.0,65.0
3858,171.0,22.0,78.0
4032,173.0,22.0,60.0
4058,178.0,18.0,70.0
4067,172.0,26.0,72.0
4172,196.0,25.0,94.0
4179,170.0,37.0,58.0
4247,182.0,22.0,78.0
4386,180.0,26.0,78.0
4430,187.0,25.0,73.0
4550,173.0,26.0,72.0
4630,182.0,30.0,83.0
4660,178.0,21.0,73.0
4681,170.0,18.0,63.0
4711,184.0,25.0,115.0
4997,183.0,24.0,70.0
5082,187.0,22.0,77.0
5159,190.0,31.0,125.0
5442,190.0,29.0,75.0
5482,178.0,22.0,68.0
5540,178.0,33.0,66.0
5561,183.0,26.0,77.0
5583,162.0,20.0,52.0
5592,184.0,27.0,74.0
5697,166.0,21.0,49.0
5717,179.0,26.0,68.0
5760,187.0,33.0,75.0
6025,183.0,24.0,77.0
6165,182.0,24.0,75.0
6190,168.0,30.0,67.0
6336,168.0,27.0,64.0
6523,200.0,28.0,77.0
6657,173.0,28.0,61.0
6660,190.0,20.0,70.0
6662,173.0,29.0,68.0
6688,190.0,20.0,82.0
6737,172.0,32.0,58.0
6945,185.0,24.0,74.0
7005,169.0,26.0,98.0
7306,187.0,22.0,67.0
7519,172.0,25.0,64.0
7565,187.0,23.0,70.0
7660,174.0,21.0,70.0
7935,189.0,21.0,75.0
7965,179.0,21.0,76.0
8048,190.0,23.0,80.0
8049,194.0,28.0,86.0
8134,174.0,28.0,60.0
8152,178.0,25.0,60.0
8162,170.0,18.0,64.0
8243,174.0,26.0,70.0
8526,169.0,30.0,61.0
8526,169.0,34.0,61.0
8603,178.0,25.0,65.0
8647,170.0,19.0,59.0
8971,185.0,24.0,95.0
9416,196.0,27.0,94.0
9559,173.0,25.0,64.0
9917,165.0,30.0,58.0
9920,165.0,23.0,55.0
10018,181.0,21.0,70.0
10153,168.0,21.0,62.0
10184,175.0,27.0,70.0
10188,170.0,22.0,64.0
10634,190.0,25.0,77.0
10681,193.0,21.0,90.0
10742,180.0,30.0,72.0
10798,180.0,29.0,66.0
11153,175.0,22.0,60.0
11208,169.0,26.0,58.0
11378,184.0,27.0,77.0
11433,175.0,21.0,72.0
11468,175.0,24.0,59.0
11611,172.0,31.0,80.0
11631,183.0,27.0,78.0
12167,178.0,30.0,69.0
12221,168.0,30.0,58.0
12221,168.0,38.0,58.0
12351,186.0,25.0,80.0
12351,186.0,29.0,80.0
12398,180.0,22.0,68.0
12455,193.0,26.0,84.0
12457,176.0,24.0,68.0
12837,189.0,22.0,82.0
12861,178.0,28.0,73.0
12960,180.0,19.0,78.0
12994,188.0,25.0,82.0
13058,177.0,19.0,70.0
13162,180.0,22.0,76.0
13162,180.0,26.0,76.0
13173,185.0,27.0,74.0
13463,178.0,22.0,70.0
13542,180.0,22.0,72.0
14020,185.0,32.0,72.0
14024,180.0,28.0,64.0
14054,185.0,27.0,68.0
14072,176.0,27.0,60.0
14077,173.0,18.0,54.0
14285,194.0,21.0,93.0
14341,181.0,25.0,70.0
14464,190.0,23.0,125.0
14489,175.0,22.0,78.0
14532,183.0,28.0,75.0
14553,180.0,25.0,65.0
14625,176.0,27.0,66.0
14940,175.0,22.0,70.0
15495,176.0,23.0,70.0
15543,175.0,29.0,57.0
15571,180.0,22.0,73.0
15580,180.0,23.0,84.0
15609,178.0,29.0,66.0
15669,198.0,30.0,140.0
15688,186.0,25.0,77.0
15975,183.0,36.0,80.0
16028,180.0,23.0,75.0
16052,190.0,34.0,72.0
16086,185.0,31.0,77.5
16096,172.0,23.0,70.0
16209,196.0,33.0,120.0
16237,189.0,29.0,78.0
16373,170.0,18.0,64.0
16543,183.0,24.0,84.0
16683,173.0,21.0,64.0
16964,191.0,23.0,80.0
17033,186.0,25.0,90.0
17256,173.0,32.0,67.0
17285,168.0,25.0,51.0
17548,176.0,29.0,62.0
17560,196.0,27.0,84.0
17660,176.0,26.0,72.0
17976,170.0,28.0,60.0
18020,180.0,21.0,82.0
18058,166.0,28.0,60.0
18294,186.0,24.0,76.0
18692,170.0,37.0,63.0
18695,187.0,19.0,81.0
18695,187.0,23.0,81.0
18835,175.0,18.0,70.0
18890,169.0,28.0,58.0
18961,190.0,25.0,73.0
18988,173.0,19.0,70.0
19437,179.0,27.0,61.0
19635,177.0,23.0,73.0
19770,194.0,29.0,130.0
19888,178.0,21.0,74.0
19944,172.0,28.0,60.0
19944,172.0,37.0,60.0
20016,177.0,20.0,69.0
20157,164.0,28.0,55.0
20243,172.0,21.0,62.0
20365,172.0,23.0,70.0
20381,188.0,23.0,76.0
20456,158.0,18.0,52.0
20791,195.0,23.0,82.0
20811,174.0,26.0,58.0
20812,173.0,27.0,53.0
21406,190.0,23.0,82.0
21414,189.0,33.0,131.0
21770,184.0,30.0,78.0
22227,186.0,33.0,79.0
22377,169.0,27.0,54.0
22413,177.0,28.0,76.0
22468,180.0,32.0,77.0
22676,185.0,33.0,78.0
22683,175.0,27.0,79.0
22737,183.0,43.0,100.0
23025,197.0,26.0,85.0
23035,188.0,30.0,75.0
23084,186.0,25.0,78.0
23236,181.0,23.0,76.0
24476,181.0,20.0,69.0
24713,178.0,30.0,62.0
24738,180.0,24.0,71.0
24751,182.0,19.0,64.0
24787,190.0,26.0,92.0
24949,189.0,25.0,115.0
24969,175.0,22.0,69.0
25004,178.0,36.0,68.0
25113,185.0,24.0,79.0
25173,179.0,20.0,80.0
25635,185.0,30.0,77.0
25785,162.0,21.0,60.0
25812,185.0,24.0,74.0
26019,180.0,31.0,65.0
26028,176.0,26.0,67.0
26307,175.0,24.0,65.0
26375,166.0,27.0,66.0
26391,187.0,22.0,70.0
26396,188.0,31.0,70.0
26822,185.0,24.0,77.0
26826,186.0,20.0,73.0
27029,173.0,31.0,52.0
27029,173.0,31.0,52.0
27232,175.0,33.0,67.0
27634,177.0,21.0,77.0
28053,178.0,23.0,68.0
28053,178.0,27.0,68.0
28291,178.0,26.0,71.0
28303,190.0,21.0,78.0
28359,183.0,28.0,86.0
28750,168.0,25.0,57.0
28753,180.0,28.0,71.0
28860,186.0,26.0,80.0
28880,167.0,33.0,80.0
29133,178.0,23.0,77.0
29144,185.0,25.0,78.0
29207,183.0,25.0,79.0
29335,183.0,25.0,74.0
29336,189.0,24.0,83.0
29542,173.0,18.0,63.0
29604,185.0,20.0,74.0
29664,183.0,21.0,75.0
29750,180.0,21.0,80.0
29946,175.0,31.0,57.0
30167,165.0,20.0,65.0
30327,183.0,26.0,63.0
30629,190.0,22.0,80.0
30644,182.0,25.0,70.0
30730,162.0,20.0,54.0
30803,173.0,19.0,68.0
30829,189.0,24.0,85.0
31080,172.0,34.0,63.0
31097,185.0,19.0,76.0
31468,181.0,22.0,76.0
31527,191.0,34.0,90.0
31529,184.0,21.0,72.0
31552,174.0,30.0,65.0
31578,192.0,36.0,125.0
31629,171.0,27.0,72.0
31678,190.0,22.0,65.0
31678,190.0,30.0,65.0
31940,180.0,27.0,61.0
32033,188.0,28.0,70.0
32077,172.0,25.0,65.0
32182,175.0,26.0,69.0
32267,180.0,25.0,67.0
32515,178.0,31.0,69.0
32571,174.0,26.0,61.0
32744,176.0,28.0,77.0
32862,188.0,24.0,69.0
32872,178.0,31.0,70.0
33100,179.0,28.0,77.0
33168,182.0,26.0,73.0
33215,168.0,37.0,56.0
33422,177.0,23.0,72.0
33519,183.0,19.0,65.0
34124,187.0,34.0,98.0
34250,185.0,18.0,65.0
34336,190.0,26.0,75.0
34345,170.0,26.0,62.0
34456,181.0,25.0,85.0
34650,180.0,24.0,72.0
34835,175.0,27.0,62.0
34976,173.0,20.0,62.0
34976,173.0,24.0,62.0
35084,169.0,30.0,60.0
35310,174.0,31.0,68.0
35332,182.0,25.0,72.0
35983,182.0,27.0,65.0
36015,182.0,28.0,82.0
36176,161.0,27.0,60.0
36332,186.0,26.0,67.0
36656,188.0,28.0,75.0
36850,185.0,24.0,75.0
36879,170.0,22.0,64.0
36898,188.0,21.0,88.0
36902,188.0,22.0,83.0
37175,184.0,32.0,80.0
37235,178.0,27.0,65.0
37517,165.0,24.0,54.0
37578,179.0,23.0,69.0
37904,174.0,33.0,57.0
37968,175.0,32.0,69.0
38273,182.0,23.0,77.0
38493,165.0,29.0,47.0
38507,164.0,28.0,71.0
38535,168.0,24.0,56.0
38612,177.0,38.0,59.0
39191,181.0,25.0,80.0
39212,175.0,28.0,67.0
39285,178.0,19.0,56.0
39780,182.0,21.0,74.0
40056,165.0,17.0,60.0
40207,194.0,29.0,104.0
40213,197.0,23.0,85.0
40447,186.0,34.0,77.0
40521,182.0,19.0,72.0
40609,196.0,21.0,59.0
40702,169.0,23.0,66.0
40969,193.0,28.0,129.0
40969,193.0,32.0,129.0
41300,172.0,24.0,60.0
41319,182.0,21.0,63.0
41333,173.0,29.0,57.0
41476,182.0,24.0,70.0
41546,182.0,23.0,66.0
41720,178.0,21.0,82.0
41808,174.0,25.0,64.0
41811,172.0,22.0,75.0
42036,183.0,19.0,75.0
42052,176.0,19.0,64.0
42101,177.0,21.0,75.0
42101,177.0,25.0,75.0
42157,186.0,24.0,86.0
42273,186.0,22.0,81.0
42587,172.0,35.0,64.0
42610,167.0,31.0,68.0
42671,171.0,23.0,63.0
42969,175.0,19.0,69.0
42993,188.0,19.0,79.0
43147,172.0,31.0,61.0
43639,185.0,27.0,78.0
43793,187.0,22.0,78.0
43959,170.0,26.0,60.0
44076,188.0,25.0,81.0
44696,178.0,23.0,60.0
45327,178.0,22.0,67.0
45498,178.0,25.0,55.0
45563,178.0,23.0,66.0
45611,180.0,26.0,68.0
45942,194.0,24.0,135.0
45967,196.0,24.0,96.0
46030,175.0,20.0,63.0
46166,170.0,25.0,64.0
46191,181.0,20.0,81.0
46274,183.0,28.0,75.0
46315,189.0,23.0,85.0
46397,173.0,26.0,58.0
46483,185.0,25.0,76.0
46957,185.0,21.0,75.0
46957,185.0,21.0,75.0
47056,178.0,26.0,66.0
47103,195.0,32.0,90.0
47284,187.0,22.0,72.0
47289,175.0,34.0,63.0
47389,174.0,27.0,59.0
47488,183.0,24.0,80.0
47584,184.0,25.0,81.0
47661,196.0,21.0,120.0
47987,179.0,26.0,73.0
48010,165.0,27.0,55.0
48115,191.0,27.0,85.0
48134,194.0,21.0,87.0
48151,178.0,27.0,70.0
48156,172.0,33.0,65.0
48333,176.0,27.0,63.0
48429,178.0,25.0,68.0
48592,167.0,33.0,61.0
48651,188.0,24.0,67.0
48652,179.0,27.0,53.0
48683,178.0,26.0,64.0
48882,190.0,32.0,115.0
48896,170.0,25.0,67.0
49081,192.0,25.0,80.0
49228,180.0,30.0,65.0
49274,170.0,18.0,64.0
49448,181.0,32.0,71.0
49616,183.0,28.0,72.0
49660,167.0,22.0,55.0
49751,174.0,30.0,66.0
49818,174.0,23.0,68.0
50076,194.0,28.0,128.0
50146,175.0,27.0,57.0
50150,172.0,26.0,65.0
50272,188.0,26.0,77.0
51280,185.0,26.0,71.0
51441,178.0,26.0,74.0
51723,176.0,22.0,76.0
51807,187.0,27.0,75.0
51966,182.0,24.0,66.0
52044,184.0,26.0,70.0
52431,174.0,20.0,70.0
52490,165.0,32.0,54.0
52584,178.0,28.0,70.0
52592,170.0,19.0,63.0
52678,182.0,30.0,72.0
52810,202.0,24.0,144.0
53124,180.0,27.0,62.0
53190,183.0,24.0,77.0
53449,180.0,29.0,70.0
53599,187.0,29.0,106.0
53674,200.0,29.0,99.0
53852,180.0,28.0,74.0
53854,183.0,35.0,84.0
54009,180.0,24.0,70.0
54273,190.0,24.0,82.0
54311,181.0,21.0,70.0
54646,178.0,21.0,75.0
54694,172.0,29.0,59.0
55316,197.0,23.0,115.0
55360,180.0,25.0,73.0
55414,178.0,22.0,77.0
55569,170.0,29.0,70.0
55641,187.0,20.0,67.0
55644,179.0,20.0,76.0
55726,180.0,34.0,78.0
55798,187.0,23.0,75.0
55905,185.0,26.0,80.0
55950,160.0,18.0,50.0
55950,160.0,18.0,50.0
56529,170.0,25.0,68.0
56572,180.0,27.0,75.0
56710,170.0,29.0,63.0
56835,185.0,24.0,80.0
56840,173.0,22.0,66.0
57008,188.0,24.0,79.0
57138,176.0,20.0,68.0
57382,170.0,18.0,61.0
57420,174.0,27.0,62.0
57471,178.0,22.0,64.0
57492,182.0,24.0,115.0
57577,194.0,20.0,120.0
57756,183.0,24.0,76.5
57759,184.0,27.0,69.0
57761,167.0,28.0,52.0
57772,186.0,29.0,65.0
57829,194.0,28.0,86.0
57829,194.0,32.0,86.0
57912,175.0,29.0,66.0
58025,180.0,20.0,73.0
58227,175.0,22.0,54.0
58298,178.0,38.0,68.0
58438,170.0,18.0,72.0
58438,170.0,18.0,72.0
58438,170.0,22.0,72.0
58472,150.0,27.0,55.0
58561,180.0,28.0,75.0
58614,167.0,26.0,52.0
59065,186.0,22.0,68.0
59068,174.0,27.0,64.0
59118,176.0,32.0,74.0
59157,169.0,21.0,61.0
59168,182.0,26.0,61.0
59524,167.0,27.0,58.0
59581,197.0,38.0,115.0
59673,184.0,26.0,75.0
60083,178.0,21.0,70.0
60311,170.0,21.0,60.0
60466,185.0,27.0,90.0
60546,187.0,28.0,91.0
60582,176.0,26.0,72.0
60611,167.0,18.0,53.0
60617,185.0,25.0,68.0
60686,178.0,28.0,66.0
60917,178.0,29.0,73.0
60942,182.0,25.0,74.0
60950,185.0,26.0,75.0
61133,179.0,25.0,78.0
61366,177.0,23.0,70.0
61397,195.0,26.0,115.0
62078,193.0,28.0,125.0
62118,182.0,24.0,73.0
62669,180.0,29.0,71.0
62740,188.0,26.0,81.0
62792,177.0,33.0,54.0
62799,189.0,29.0,78.0
62932,168.0,23.0,60.0
63239,180.0,27.0,58.0
63279,186.0,22.0,80.0
63282,178.0,30.0,79.0
63428,204.0,29.0,132.0
63502,172.0,25.0,58.0
63678,168.0,37.0,56.0
63758,183.0,26.0,70.0
63938,198.0,27.0,83.0
64170,183.0,28.0,74.0
64466,182.0,26.0,79.0
64561,181.0,27.0,72.0
64638,184.0,20.0,82.0
64688,187.0,21.0,76.0
64915,182.0,29.0,85.0
64926,180.0,23.0,74.0
64943,173.0,21.0,61.0
64974,178.0,30.0,68.0
65070,198.0,27.0,119.0
65120,184.0,24.0,76.0
65268,172.0,19.0,55.0
65617,178.0,22.0,57.0
65729,190.0,25.0,82.0
65855,172.0,34.0,58.0
66002,164.0,23.0,55.0
66010,186.0,30.0,70.0
66358,182.0,22.0,69.0
66499,172.0,35.0,60.0
66590,182.0,24.0,73.0
66612,179.0,24.0,69.0
66626,182.0,22.0,73.0
66791,189.0,26.0,75.0
67006,190.0,29.0,77.0
67043,182.0,28.0,82.0
67133,168.0,23.0,70.0
67205,187.0,24.0,62.0
67312,180.0,22.0,93.0
67351,170.0,26.0,71.0
67633,184.0,26.0,78.0
67637,180.0,37.0,65.0
67787,167.0,39.0,56.0
67868,185.0,24.0,74.0
67941,178.0,21.0,62.0
68028,176.0,23.0,84.0
68072,171.0,23.0,59.0
68287,194.0,22.0,85.0
68787,173.0,24.0,64.0
68882,181.0,21.0,75.0
69183,179.0,25.0,64.0
69450,168.0,24.0,55.0
69462,179.0,23.0,67.0
69519,178.0,22.0,65.0
69595,173.0,20.0,60.0
69693,182.0,21.0,74.0
69782,185.0,22.0,89.0
69847,191.0,27.0,94.0
70205,189.0,29.0,110.0
70249,178.0,23.0,64.0
70249,178.0,30.0,64.0
70332,191.0,27.0,66.0
70486,188.0,26.0,75.0
70532,183.0,31.0,78.0
70664,190.0,20.0,77.0
70841,174.0,29.0,56.0
70846,173.0,27.0,68.0
70866,180.0,20.0,77.0
71451,171.0,24.0,71.0
71629,192.0,27.0,86.0
71678,179.0,21.0,115.0
71688,184.0,26.0,79.0
71734,188.0,28.0,94.0
72253,188.0,28.0,75.0
72787,191.0,28.0,70.0
72801,176.0,28.0,62.0
72862,180.0,32.0,73.0
72907,196.0,22.0,92.0
73134,181.0,28.0,93.0
73180,176.0,27.0,67.0
73313,167.0,26.0,55.0
73343,183.0,26.0,64.0
73412,187.0,20.0,77.0
73555,182.0,25.0,81.0
73605,187.0,26.0,80.0
73623,188.0,24.0,84.0
73691,168.0,30.0,63.0
73771,186.0,27.0,80.0
74003,183.0,21.0,63.0
74049,187.0,31.0,73.0
74060,172.0,20.0,63.0
74070,184.0,34.0,72.0
74078,192.0,31.0,120.0
74229,185.0,29.0,76.0
74237,170.0,21.0,70.0
74254,180.0,24.0,69.0
74289,162.0,35.0,50.0
74333,191.0,27.0,90.0
74387,177.0,23.0,80.0
74565,178.0,22.0,64.0
74589,180.0,24.0,73.0
74651,160.0,22.0,60.0
74750,197.0,23.0,117.0
74903,192.0,25.0,110.0
74971,190.0,28.0,84.0
75019,198.0,28.0,112.0
75027,193.0,19.0,83.0
75031,180.0,30.0,78.0
75133,173.0,27.0,62.0
75162,185.0,26.0,78.0
75176,188.0,25.0,78.0
75371,187.0,19.0,78.0
75387,178.0,30.0,72.0
75399,198.0,23.0,90.0
75844,180.0,23.0,83.0
76125,176.0,21.0,66.0
76126,181.0,23.0,78.0
76499,175.0,26.0,70.0
76655,183.0,37.0,80.0
76885,176.0,25.0,61.0
77050,182.0,36.0,78.0
77107,174.0,20.0,67.0
77188,187.0,22.0,84.0
77301,183.0,33.0,68.0
77612,193.0,25.0,105.0
77657,178.0,27.0,67.0
77964,183.0,25.0,76.0
78152,170.0,19.0,60.0
78155,180.0,23.0,74.0
78227,175.0,23.0,64.0
78235,194.0,20.0,86.0
78242,172.0,23.0,57.0
78294,184.0,21.0,68.0
78324,178.0,24.0,67.0
78324,178.0,32.0,67.0
78330,178.0,21.0,65.0
78657,170.0,30.0,59.0
78718,189.0,27.0,76.0
78944,178.0,34.0,72.0
78951,182.0,33.0,61.0
79131,176.0,26.0,72.0
79335,180.0,26.0,76.0
79554,183.0,28.0,73.0
79625,195.0,23.0,86.0
79781,180.0,26.0,82.5
80061,174.0,21.0,65.0
80128,179.0,25.0,63.0
80342,183.0,23.0,71.0
80428,183.0,21.0,71.0
80791,188.0,21.0,78.0
80803,188.0,28.0,67.0
80852,168.0,22.0,62.0
80906,175.0,19.0,65.0
81052,182.0,20.0,70.0
81061,157.0,31.0,52.0
81141,172.0,35.0,62.0
81275,188.0,24.0,78.0
81955,168.0,22.0,65.0
81955,168.0,22.0,65.0
81955,168.0,26.0,65.0
81957,162.0,24.0,54.0
82131,183.0,28.0,78.0
82312,190.0,23.0,110.0
82354,170.0,34.0,64.0
82469,189.0,25.0,90.0
82652,172.0,29.0,65.0
82783,168.0,26.0,55.0
82783,168.0,26.0,55.0
82835,188.0,19.0,130.0
82976,190.0,23.0,120.0
83217,163.0,29.0,56.0
83256,207.0,26.0,130.0
83404,176.0,31.0,73.0
83503,181.0,30.0,90.0
83507,168.0,26.0,58.0
83520,183.0,25.0,70.0
83686,180.0,37.0,56.0
83696,171.0,34.0,54.0
83721,196.0,33.0,123.0
83725,175.0,24.0,68.0
83745,175.0,30.0,64.0
83897,180.0,26.0,68.0
84019,176.0,25.0,67.0
84116,188.0,26.0,74.0
84141,198.0,26.0,125.0
84164,176.0,21.0,70.0
84221,178.0,19.0,65.0
84240,193.0,18.0,63.0
84301,180.0,21.0,73.0
84334,178.0,37.0,79.0
84386,180.0,32.0,57.0
84547,165.0,21.0,70.0
84771,188.0,29.0,80.0
84885,163.0,23.0,63.0
84893,182.0,25.0,66.0
84895,182.0,30.0,67.0
84912,185.0,26.0,83.0
84918,170.0,21.0,61.0
84933,167.0,29.0,62.0
84934,183.0,19.0,68.0
85060,183.0,26.0,70.0
85196,176.0,25.0,60.0
85196,176.0,25.0,60.0
85264,193.0,33.0,95.0
85357,187.0,26.0,90.0
85717,157.0,27.0,58.0
85774,178.0,30.0,63.0
85975,184.0,24.0,78.0
85975,184.0,28.0,78.0
86113,195.0,27.0,83.0
86231,184.0,24.0,84.0
86472,189.0,29.0,80.0
86628,172.0,28.0,82.0
87268,190.0,24.0,79.0
87400,190.0,25.0,77.0
87455,170.0,25.0,68.0
87459,170.0,24.0,73.0
87487,195.0,22.0,84.0
87667,180.0,22.0,70.0
87674,190.0,32.0,111.0
87787,195.0,21.0,79.0
88032,178.0,35.0,66.0
88483,173.0,25.0,61.0
88489,173.0,29.0,60.0
88508,172.0,33.0,64.0
88585,175.0,25.0,72.0
88843,187.0,23.0,76.0
89025,173.0,21.0,69.0
89091,185.0,24.0,76.0
89091,185.0,24.0,76.0
89140,168.0,32.0,65.0
89174,197.0,34.0,92.0
89199,174.0,28.0,59.0
89301,191.0,26.0,85.0
89590,172.0,21.0,54.0
89667,175.0,22.0,60.0
89693,180.0,19.0,75.0
89723,182.0,23.0,77.0
89729,194.0,21.0,104.0
89798,181.0,22.0,72.0
90005,178.0,28.0,66.0
90035,180.0,22.0,64.0
90035,180.0,26.0,64.0
90114,172.0,30.0,69.0
90243,180.0,32.0,75.0
90244,173.0,24.0,64.0
90247,195.0,23.0,76.0
